name,id,cur_rank,prev_rank,world,dc,points,portrait,tier,wins,job
Tom Diesche,18405124,79,36,Brynhildr,Crystal,104,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,33,BRD
Minerva Scarlet,4029997,80,37,Coeurl,Crystal,102,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,34,NIN
Astrea Vale,28182290,81,98,Balmung,Crystal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,GNB
Cayters Ljanta,34425669,82,74,Zalera,Crystal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,CUL
Lynnessa Embersong,39641790,83,0,Balmung,Crystal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Nori Yuri,17266495,84,0,Balmung,Crystal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Sora Naii,26811803,85,40,Brynhildr,Crystal,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,53,BLM
Carin Platina,36541795,86,41,Malboro,Crystal,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,50,CRP
Layfon Ryuk,7971780,87,0,Zalera,Crystal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RPR
Leti Cro,10066576,88,0,Diabolos,Crystal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,GNB
Einosuke Kinsureiya,24281816,89,88,Diabolos,Crystal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,RPR
Keymis Cerwyn,29921527,89,50,Balmung,Crystal,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SAM
Shade State,33695380,89,0,Coeurl,Crystal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,PLD
Emi Nanashi,18180822,92,95,Zalera,Crystal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RDM
Nop Nop,31413954,92,0,Goblin,Crystal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SMN
Ais Kachang,31496866,94,0,Zalera,Crystal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Rai'gall Faraw,26370851,94,92,Diabolos,Crystal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SAM
Grace Welkin,24115533,96,0,Mateus,Crystal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SMN
Ayek Andyie,16403088,97,45,Mateus,Crystal,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,28,RPR
Sun Young,43794989,97,96,Balmung,Crystal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DRG
Servo Lastei,20462116,99,0,Zalera,Crystal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,PLD
Lynn Saki,37353583,100,46,Balmung,Crystal,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,26,CUL
Yuri Lowelll,9511551,100,85,Goblin,Crystal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,CUL
Mi Ru,39028839,1,9,Aegis,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRK
Vivi Ann,4766157,2,1,Kujata,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,PLD
Pig Benedict,41320420,3,0,Aegis,Elemental,1000,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,43,AST
Allison Snow,18318617,4,53,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRK
Khelby Trickster,1496735,5,59,Gungnir,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Fuyuka Shino,26822199,6,0,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Sikkoku Qestir,22396586,7,48,Garuda,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Ange Ciliegio,1686962,8,16,Atomos,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Altid Aeovol,735832,9,21,Gungnir,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,PLD
Yurius Harmonia,25447094,10,14,Kujata,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RDM
Taroe Kobuta,8734523,11,34,Kujata,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SMN
Takikomi Gohan,22019526,12,81,Gungnir,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,PLD
Aruto Miraruto,1569688,13,74,Garuda,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,AST
Fujimori Ken,16068665,14,7,Gungnir,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SGE
Zukasa Yatoh,8768354,15,0,Typhon,Elemental,502,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,22,DRG
Desire Drive,5396012,16,0,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DNC
Eco Maru,6094455,17,0,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Kanta Astro,1428363,18,0,Gungnir,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Heart- Under-blade,39244773,19,53,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Fuku Maru,29985772,20,15,Kujata,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MCH
Furanzeska Sumeragi,8414050,21,44,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,MNK
Seletine Horo,27968005,22,34,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,WAR
Agunimon Kenbara,1664826,23,0,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RDM
Karen Dar,3929359,24,12,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,BRD
Dan Keru,21932051,25,0,Atomos,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BSM
Renard Blamc,23991579,26,53,Garuda,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DNC
Hyde Suta,3129505,27,23,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,BLM
Gun Gnir,2171769,28,24,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MCH
Mitsuba Akagane,13409686,29,8,Garuda,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,NIN
Zelma Ich,24744995,30,34,Aegis,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SMN
Cezanne Cez,32883700,31,73,Aegis,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,WHM
Nekobana Belle,3247907,32,0,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Iz Levmel,17594950,33,89,Garuda,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,AST
Fluss Nordlich,1576965,34,32,Garuda,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,AST
Bell Lasharna,15580289,35,44,Kujata,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,WHM
Nameko Hayasaka,14597179,36,50,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Nurun Nurun,12176432,37,0,Gungnir,Elemental,299,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,18,NIN
Myon Miya,11572677,38,62,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Hachan Yar,3539951,39,20,Typhon,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,PLD
Danny Komori,1678644,40,41,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,WHM
Gilrain Reindeer,18075356,41,22,Garuda,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SMN
Renko Mochi,6040099,42,67,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SGE
Grea Voltaire,25503912,43,0,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RDM
Chef Curry,13172587,44,2,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SMN
Junbest Lilian,3183842,45,0,Gungnir,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BRD
Miqo Atsushie,4883670,46,0,Carbuncle,Elemental,208,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,29,BLM
Reinhard Keiser,18434257,47,87,Kujata,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Minano Strange,33893571,48,5,Gungnir,Elemental,206,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,22,DNC
Oboro Tukigumo,22661643,49,6,Carbuncle,Elemental,205,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,29,DNC
Toki Kujo,17083018,50,0,Typhon,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Rebecca Bradberry,2540650,51,0,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Qzarel Winterfield,28526776,52,4,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,19,BLM
Lido Lado,2223211,53,0,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Yul Letifer,29709586,54,0,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,FSH
Kuro Omusubi,18878299,55,0,Kujata,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRK
Meyu Tzermellend,1566274,56,66,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,MCH
Ifis Mercury,5091026,57,0,Aegis,Elemental,201,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,14,NIN
Luca Lockheart,14942643,58,0,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,GNB
Yukari Murasaki,55087,59,0,Aegis,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Siji Mi,26575051,60,0,Atomos,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SMN
Laias Forte,25728071,61,24,Typhon,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,BRD
Jun Amour,10291655,62,80,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,PLD
Danger Mine,30018115,63,0,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MNK
Kani Sakuya,8234146,64,0,Gungnir,Elemental,200,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,18,DRK
Nero Nakamura,24637204,64,9,Kujata,Elemental,200,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,18,DRG
Kuroe Traivel,18912995,66,0,Gungnir,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Aeditha Beoulve,26185657,67,0,Kujata,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RPR
Aine Imefichwa,39649721,68,0,Garuda,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,WAR
Alma Draclau,2412524,69,72,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RDM
Masa Rich,3688489,70,61,Atomos,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,AST
Yanyan Wanwan,3211017,71,0,Atomos,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,PLD
Vonnornovh Game,32969614,72,29,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,NIN
Aruru Ruru,4533694,73,0,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Sena Ulkucu,14563831,74,17,Atomos,Elemental,102,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,17,MNK
Miduking Cafe,3406655,75,0,Atomos,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RDM
Riu Osienai,21272961,76,68,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,NIN
Vie Ra,26187792,77,0,Typhon,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Erika Arias,19293614,78,19,Aegis,Elemental,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,48,MNK
Honi Uyagir,5777851,79,0,Kujata,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,GNB
Jizu Storm,41850931,79,0,Garuda,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Sakura Gaillardia,17312621,81,0,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BRD
Crocono Cassius,20531297,82,0,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SAM
Ellie Beats,22476717,83,0,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
God Moai,4474924,83,0,Atomos,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SMN
Flame Lieutenant,26730437,85,0,Tonberry,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Deji Q'islobasch,24119746,86,0,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SAM
Chibi Bin,2353908,87,0,Gungnir,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SGE
Ama Chan,6350793,88,92,Aegis,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,WAR
Gold Katze,6095239,88,100,Atomos,Elemental,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SGE
Belle Chocolate,25644546,90,0,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RDM
Angie Lafaschi,3212860,91,0,Carbuncle,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,GNB
Upepe Upe,23476176,91,0,Atomos,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Amelia Raylerose,6878716,93,0,Kujata,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BRD
Khamsion Light,2448810,94,0,Carbuncle,Elemental,0,48dfc2651682256b1e9ca371776ff256_9eb3c19866f7ae0eeeffac7bf770aba5fc0_96x96.jpg?1657186631,Crystal,0,DRK
Mikory Koharu,20877886,95,0,Atomos,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Mumu See,17213743,95,0,Gungnir,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Atara Nanatsu,32577957,97,77,Atomos,Elemental,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MNK
Lucrezia Bles,11718872,98,24,Typhon,Elemental,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,24,BRD
Naginata Warriormonks,10341266,99,27,Carbuncle,Elemental,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,23,SMN
Seraphine Farron,14494250,99,27,Atomos,Elemental,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,23,SAM
Sumi Curry,22477992,99,0,Garuda,Elemental,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRK
Sf Boshiya,15043952,1,0,Ridill,Gaia,0,1bac6a8ea6469f0606f45be0de157618_138751880f18161a907d7cf0faa43f07fc0_96x96.jpg?1657185261,Crystal,0,DRK
Havak Ulgasch,26173695,2,51,Ultima,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Wanko Soba,1974354,3,37,Tiamat,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Ritsu Nikuno,23932877,4,7,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Pink Moon,2448651,5,17,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SCH
Beer Oishiina,33974618,6,0,Durandal,Gaia,793,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,18,RDM
Rua Noir,23887588,7,6,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,NIN
Ya Boku''',33120524,8,0,Ridill,Gaia,699,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,26,SAM
Renz Lynxy,26152597,9,0,Ultima,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SGE
Lis Glacial,5417527,10,16,Tiamat,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RDM
Labis Winland,3887203,11,31,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,AST
Takashi Takeshi,32745664,12,4,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MNK
Hidoi Teare,20366909,13,0,Fenrir,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DNC
Loar Lysithea,21734578,14,0,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SCH
Tsuchi Tsuki,39089046,15,92,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,PLD
Lancer Yan,18545180,16,3,Fenrir,Gaia,503,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,19,BRD
Argena Shark,28741215,17,0,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Doku Eki,6407128,18,49,Ultima,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,WAR
Jack Kuro,3189907,19,75,Fenrir,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BTN
Maidy Pusheen,29636737,20,24,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRK
Gordeus Nero,4040122,21,0,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MIN
Flame Lieutenant,18125743,22,46,Tiamat,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,AST
Junya Rockvalley,2564209,23,0,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,PLD
Dietrich Berg,13601700,24,36,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Miso Tomato,8759575,25,10,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,AST
Antomo Rid,23256133,26,0,Ridill,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SCH
Karta Rokka,3880925,27,29,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Lazulim Langheim,1644495,28,0,Ultima,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
