name,id,cur_rank,prev_rank,world,dc,points,portrait,tier,wins,job
Haru Micha,11792801,29,0,Ultima,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Ammy Bloody,2994939,30,40,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Hayate Genryu,3925157,31,5,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MCH
Muri Taro,29640971,32,61,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRK
Gaba Heidern,3245803,33,76,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SAM
Twilight Sakura,40861156,34,0,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRK
Kuro Karasu,14400138,35,51,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Gel Mizzet,8835816,36,23,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,NIN
Fitz Alxma,10371685,37,31,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DRG
Lilitye Sophia,13991278,38,0,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Seg Noir,2131336,39,0,Tiamat,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,WHM
Rei Moti,14450533,40,51,Tiamat,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
You May,12181435,41,62,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SMN
Ren Clover,11910112,42,0,Tiamat,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRG
Yutanpo Po,5651114,43,51,Ridill,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RDM
Zsika Mu',18898369,44,51,Ridill,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BRD
Alfons Aeclair,28712391,45,29,Tiamat,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MCH
Yuki Macaron-vanille,37997737,46,26,Ridill,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DNC
Elise Leo'xander,33632252,47,14,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SGE
Tsukishiro Sumeragi,3173925,48,83,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SGE
Sanoyu Kojo,27282550,49,74,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SAM
Ciel Ast'rale,30934627,50,0,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Morumi Rumi,5819525,51,98,Fenrir,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,AST
Agastia Singh,10615063,52,66,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Lyre Orpheus,9452068,53,0,Ridill,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,WHM
Cait Sith,1574936,54,98,Tiamat,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,WHM
Kaoru Prince,25098559,55,21,Ultima,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,PLD
Sasha Tia,24286211,56,97,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Belfort Rag,3278735,57,0,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RDM
Un Stopper,6642205,58,0,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRG
Void Watch,1620887,59,8,Alexander,Gaia,201,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,25,BLM
Iris Roosevelte,22566694,60,78,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Koya Lanford,29414846,61,0,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,WHM
Lucifl Eorzea,2529903,62,0,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Cocoa Mia,37829643,63,0,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Maito Noa,344952,64,0,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Imperial Medics,853779,65,0,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Vese Sangio,24385185,65,0,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Lado Rado,1832868,67,40,Fenrir,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,BLM
Mobius Tail,7660090,67,11,Ridill,Gaia,200,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,19,MCH
Tsukasa Ayatsuzi,23304327,67,0,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Ray Relief,43670005,70,0,Ridill,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Save Metaru,4884743,71,13,Tiamat,Gaia,200,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,12,WVR
Yu Fuchs,22412257,72,0,Ridill,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Jake Emethart,30406074,73,0,Ultima,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SGE
Basuta Kirito,31797927,74,0,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,GNB
Piasyu Mitui,17054162,75,0,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Nori Rin,14443192,76,0,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Dodopita Pittan,3558680,77,0,Tiamat,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SAM
Nell Nair,21451551,78,26,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DRG
Java Sparrow,1269397,79,0,Ridill,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Odamari Joe,992503,80,90,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Yali Alshat,21316704,80,0,Ifrit,Gaia,198,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,21,PLD
Mika Ruru,34381085,82,15,Bahamut,Gaia,198,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,16,SMN
Piku Neet,19567792,83,86,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,MCH
Caffe Neige,20576802,84,0,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DNC
Hgvbieuysd Vikopewsrg,38041191,85,18,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,NIN
Alucard Tothor-tepes,1630899,86,65,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DRK
Aspidimorpha Miliaris,19566072,87,83,Ridill,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MNK
Ahry Casket,1289422,88,0,Ridill,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,PLD
Lilu Chocolate,8938113,89,19,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,WHM
Hase Schwarzer,17348743,90,0,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Novak Castillo,43799030,91,78,Bahamut,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,GNB
Elie Tanayama,18484591,92,37,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SCH
Jackpot Year,42926796,93,0,Fenrir,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Luna Lockhart,1245414,94,0,Ridill,Gaia,101,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,18,DRG
Awayuki Setu,33258355,95,94,Ifrit,Gaia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,BLM
La Pin,4865353,96,0,Bahamut,Gaia,101,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,13,MCH
Chicory Pompon,43659503,97,0,Ridill,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RPR
Amanecia Blacksmith,32762179,98,0,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Lilim Ney,2894063,99,0,Durandal,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Setsu Roseblade,19863866,100,0,Alexander,Gaia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRG
Emeliah Caldwell,2821342,1,4,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,AST
Syndra Sovereign,5895741,2,0,Shiva,Light,0,f0f68bce7f0a7f9f15c6acb862ce3bc1_3fbff0e6b620e4d259dc427abc6574dafc0_96x96.jpg?1657187232,Crystal,0,MNK
Taivas L'tulta,23556146,3,1,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SCH
Knob Bonk,40316315,4,3,Lich,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,AST
Auelin Fae,18291844,5,92,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Aim Yon,42848515,6,10,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Akasha Vanell,20015954,7,21,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
White Flow,27405246,8,39,Shiva,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SGE
Ahri Fae,21099767,9,5,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,RDM
Shino Yaru,38308969,10,14,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RPR
Tanha Kawasaki,36160852,11,40,Twintania,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SGE
Rusty Socks,30227291,12,6,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MCH
Moki Moki,14235486,13,32,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Kupo Kupa,17158386,14,11,Shiva,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MCH
Piush Stumbleine,14289797,15,19,Shiva,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,AST
Luxeria Rose,8153619,16,49,Shiva,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Raiden Senpai,27238016,17,44,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Maarato Cooke,20349526,18,16,Twintania,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,WHM
Fiven Fiven,24996868,19,46,Lich,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Doja Princessofrap,42300110,20,8,Twintania,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DNC
Burstology Mana,38065889,21,17,Lich,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,AST
Solfrid Teenfjord,23752222,22,9,Lich,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SMN
Ame Sarara,17231289,23,26,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SCH
Shiva Dorys,36432577,24,0,Phoenix,Light,0,df6ee6331f96148f2b97966d8a3e2a5a_5047bc596a4bab2dc7f7c120bb22dec5fc0_96x96.jpg?1657186564,Crystal,0,MIN
Irmele Vann,13301011,25,43,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,WHM
F'whala Yhisha,28249658,26,7,Lich,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,RDM
Chii Shinami,41153368,27,77,Twintania,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Reinhardt Dassario,24597443,28,34,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SAM
Xen Thique,40172078,29,41,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,AST
Ul Unhu,9592278,30,29,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DRK
Yamato Kudasai,28145650,31,66,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
M'iruku Tee,32029109,32,78,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SCH
Mari Mandolin,30899279,33,18,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,WHM
Daen Rake,24179551,34,58,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRK
Zanaki Shimoku,13934933,35,61,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BRD
Jaenelle Sadiablo,37589357,36,25,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SGE
Milk Jds,10570379,37,22,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,BLM
Phurox Sol,30824813,38,68,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,MCH
Corrupt Waifu,2717744,39,65,Shiva,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Tsukuyo Ritlas,37800185,40,48,Lich,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RDM
Izanami Ashina,36946250,41,0,Lich,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRG
Haggan Pojke,36053464,42,13,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,PLD
Aurora Faye,39525707,43,31,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,PLD
Yori Hisa,6672132,44,72,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,WVR
Kanade Kasane,11949647,45,60,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Thorion Maur,36074203,46,87,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Syvex Rethael,30877904,47,58,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,MCH
Plum Duff,24849398,48,70,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DNC
Homura Ayame,37384257,49,73,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SMN
Mionee Kannori,21560085,50,28,Odin,Light,205,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,35,WHM
Carna Sato,10026278,51,20,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,NIN
Happo Sama,37637493,52,27,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,AST
Voudi Steppi,4262422,53,42,Shiva,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MNK
Xaele In'suen,12452053,54,37,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,BRD
Reeka Teeks,1682889,55,54,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,RPR
Doctor Zoidberg,20582562,56,30,Zodiark,Light,199,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,13,SCH
Novi Chek,21344265,57,0,Zodiark,Light,198,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,18,WHM
Virena Gakunin,31985979,58,0,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RDM
Haoxin Yue,17164336,59,36,Shiva,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DRG
Shade Within,31445109,60,35,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,GNB
Aki Akiha,23121440,61,38,Phoenix,Light,104,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,23,DNC
Geminus Dawn,8998506,62,81,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,MCH
Frost Raven,142658,63,0,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BTN
Lucy Lumi,35150838,64,0,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SCH
Eqque Aidu,39747101,65,0,Lich,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRK
Ryun Gaido,37844856,65,95,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,MCH
Leon Sparks,7025462,67,0,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SGE
Yorkie Boooooo,34677587,68,96,Twintania,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Ohlong Johnson,9910039,69,0,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Clover C'yne,10119806,70,0,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Kirari Rei,36183424,71,97,Lich,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RPR
Argenta Heartsong,28380959,72,47,Twintania,Light,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,33,NIN
Herp Derpiina,7907978,72,63,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,AST
Giffca Duskwail,35727963,74,0,Twintania,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Bill Lynnsworth,3695812,75,0,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RDM
I'zu Morgenstern,27388594,76,0,Shiva,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Kaito Saphira,21974403,76,49,Twintania,Light,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,26,DRK
Zerith Ars,7801227,76,49,Zodiark,Light,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,26,MNK
Miyu Edelfelt,21335430,79,0,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BRD
Celsius Skye,12654220,80,0,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MNK
Lyra Sylvaris,8017933,80,52,Phoenix,Light,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,22,SCH
Yuki Shirokaze,24155752,80,52,Lich,Light,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,22,MCH
